LoanRange,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
a $5-10 million,"PUEBLO MECHANICAL AND CONTROLS, LLC",6771 E OUTLOOK DR,TUCSON,AZ,85756,238220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,480,4/27/2020,Commerce Bank of Arizona,AZ - 02
a $5-10 million,RANGO INC,4215 E McDowell Rd,MESA,AZ,85215,238990,Subchapter S Corporation,Unanswered,Unanswered,Non-Veteran,,420,4/13/2020,"MetaBank, National Association",AZ - 04
a $5-10 million,"ROMULUS RESTAURANTS, LLC",1048 n 44th street suite 210,PHOENIX,AZ,85008,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500,4/5/2020,"Lake Forest Bank & Trust Company, National Association",AZ - 07
a $5-10 million,"SDB, INC.",1001 S Edward Dr,TEMPE,AZ,85281,236220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,250,4/4/2020,"BOKF, National Association",AZ - 09
a $5-10 million,"SDI SERVICES, LLC",9700 N 91st St. STE C200,SCOTTSDALE,AZ,85258,621512,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,250,4/4/2020,"BOKF, National Association",AZ - 06
a $5-10 million,SERRATO CORPORATION,135 COUNCIL ST W,TUCSON,AZ,85701,611519,Corporation,Unanswered,Male Owned,Veteran,,500,4/29/2020,"U.S. Bank, National Association",AZ - 03
a $5-10 million,"SFE HOLDINGS, LLC",9366 East Raintree Drive,SCOTTSDALE,AZ,85260,722310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500,4/10/2020,The Huntington National Bank,AZ - 06
a $5-10 million,SHARED STAFFING SERVICES LLC,14605 North 73rd St,SCOTTSDALE,AZ,85260,561320,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,449,4/29/2020,"Bank of America, National Association",AZ - 06
a $5-10 million,"SMI IMAGING, LLC",6900 E Camelback Rd,SCOTTSDALE,AZ,85251,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500,4/28/2020,"Newtek Small Business Finance, Inc.",AZ - 06
a $5-10 million,"STARCORP, LLC","20 E Thomas Rd., Suite 2200",PHOENIX,AZ,85012,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500,4/4/2020,Western Alliance Bank,AZ - 07
a $5-10 million,"STINE ENTERPRISES, INC.",10851 BLACK CANYON HWY #850,PHOENIX,AZ,85029,722513,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,0,4/6/2020,Western Alliance Bank,AZ - 06
a $5-10 million,"TERROS, INC",3003 N CENTRAL AVE STE 400,PHOENIX,AZ,85012,624190,Corporation,Unanswered,Unanswered,Unanswered,,500,4/28/2020,"BOKF, National Association",AZ - 07
a $5-10 million,TIFFANY & BOSCO P.A.,2525 E CAMELBACK RD,PHOENIX,AZ,85016,541110,Professional Association,Unanswered,Male Owned,Unanswered,,259,4/10/2020,First Western Trust Bank,AZ - 07
a $5-10 million,TOTAL TRANSIT INC.,6421 E. LAFAYETTE BLVD,SCOTTSDALE,AZ,85251,485111,Corporation,White,Female Owned,Non-Veteran,,485,4/9/2020,East West Bank,AZ - 06
a $5-10 million,"UPWARD PROJECTS HOLDINGS, LLC",3443 N CENTRAL AVE,PHOENIX,AZ,85012,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500,4/6/2020,Western Alliance Bank,AZ - 07
a $5-10 million,"US TRADES, L.L.C.",7100 E Cave Creek Rd Suite 118,CAVE CREEK,AZ,85331,561320,Corporation,White,Male Owned,Non-Veteran,,330,4/9/2020,"PNC Bank, National Association",AZ - 04
a $5-10 million,"V.I.P. MORTGAGE, INC.",9921 E VIA DE VENTURA,SCOTTSDALE,AZ,85258,522292,Corporation,Unanswered,Unanswered,Unanswered,,441,4/9/2020,Merchants Bank of Indiana,AZ - 06
a $5-10 million,VINCENTBENJAMIN GROUP LLC,2415 E Camelback Rd Ste 1000,PHOENIX,AZ,85016,561311,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500,4/15/2020,CrossFirst Bank,AZ - 07
a $5-10 million,"W2005 WKI REALTY, LLC",2398 E CAMELBACK RD,PHOENIX,AZ,85016,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,442,5/21/2020,First Hawaiian Bank,AZ - 07
a $5-10 million,WESTERN INDUSTRIAL RESOURCES CORP,3640 S. Cactus Rd.,APACHE JUNCTION,AZ,85119,811310,Subchapter S Corporation,Unanswered,Female Owned,Non-Veteran,,372,4/11/2020,BMO Harris Bank National Association,AZ - 04
a $5-10 million,"220 LABORATORIES, INC.",2375 Third Street,RIVERSIDE,CA,92507,325620,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,500,4/27/2020,Riverview Bank,CA - 31
a $5-10 million,A-C ELECTRIC COMPANY,2921 HANGER WAY,BAKERSFIELD,CA,93308,238210,Corporation,Unanswered,Unanswered,Unanswered,,341,4/9/2020,Mission Bank,CA - 21
a $5-10 million,A.O. REED & CO,4777 RUFFNER ST,SAN DIEGO,CA,92111,238220,Corporation,Unanswered,Unanswered,Unanswered,,477,4/14/2020,Umpqua Bank,CA - 52
a $5-10 million,"AARON THOMAS COMPANY, INC",7421 CHAPMAN AVANUE,GARDEN GROVE,CA,92841,561910,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,500,4/28/2020,"U.S. Bank, National Association",CA - 47
a $5-10 million,"ACCURATE BACKGROUND, LLC",7515 Irvine Center Drive,IRVINE,CA,92618,561611,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500,4/11/2020,"Zions Bank, A Division of",CA - 45
a $5-10 million,"ADVANCED CHEMICAL TRANSPORT, INC., A CALIFORNIA CORPORATION",967 MABURY RD,SAN JOSE,CA,95133,562910,Subchapter S Corporation,White,Male Owned,Non-Veteran,,407,4/10/2020,Comerica Bank,CA - 17
a $5-10 million,ADVANCED FRESH CONCEPTS FRANCHISE CORP.,19205 South Laurel Park Road,RANCHO DOMINGUEZ,CA,90220,722513,Sole Proprietorship,Unanswered,Male Owned,Unanswered,,420,4/27/2020,"MUFG Union Bank, National Association",CA - 44
a $5-10 million,ADVANCED SYSTEMS GROUP,1226 Powell St.,EMERYVILLE,CA,94608,423410,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,300,4/30/2020,Cache Valley Bank,CA - 13
a $5-10 million,ADVANTAGE MAILING INC.,1600 N KRAEMER BLVD,ANAHEIM,CA,92806,323111,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,372,4/27/2020,Cathay Bank,CA - 39
a $5-10 million,"AGREEYA SOLUTIONS, INC.","605 Coolidge Dr., STE 200",FOLSOM,CA,95630,541511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,397,4/16/2020,Bank of the West,CA - 07
a $5-10 million,AIR SYSTEMS OF SACRAMENTO INC,10381 OLD PLACERVILLE RD,SACRAMENTO,CA,95827,238220,Corporation,Unanswered,Unanswered,Unanswered,,203,4/9/2020,Merchants Bank of Commerce,CA - 07
a $5-10 million,"AIRPORT TERMINAL MANAGEMENT, INC.",216 W. FLORENCE AVE,INGLEWOOD,CA,90301,488190,Corporation,Unanswered,Unanswered,Unanswered,,450,4/15/2020,Commercial Bank of California,CA - 43
a $5-10 million,"AKASH MANAGEMENT, LLC",716 CORPORATE CENTER DR,POMONA,CA,91768,722513,Limited  Liability Company(LLC),Asian,Male Owned,Unanswered,,500,4/5/2020,City National Bank,CA - 32
a $5-10 million,ALATUS AEROSYSTEMS,17055 GALE AVE,CITY OF INDUSTRY,CA,91745,336413,Corporation,Unanswered,Unanswered,Unanswered,,333,4/12/2020,"INTRUST Bank, National Association",CA - 32
a $5-10 million,ALIA CORP,140 Heron Way 0.0,MERCED,CA,95341,722513,Corporation,Unanswered,Unanswered,Unanswered,,500,4/11/2020,"JPMorgan Chase Bank, National Association",CA - 16
a $5-10 million,"ALL ENVIRONMENTAL, INC.",2500 CAMINO DIABLO,WALNUT CREEK,CA,94597,541620,Corporation,Unanswered,Male Owned,Non-Veteran,,277,5/3/2020,"Bank of America, National Association",CA - 11
a $5-10 million,ALLEN MATKINS LECK GAMBLE MALLORY & NATSIS LLP,865 S. FIGUEROA ST SUITE 2800,LOS ANGELES,CA,90017,541110,Limited Liability Partnership,White,Male Owned,Non-Veteran,,267,4/14/2020,City National Bank,CA - 34
a $5-10 million,"ALSTON CONSTRUCTION CO., INC.",8775 FOLSOM BLVD Ste. 201,SACRAMENTO,CA,95826,236210,Corporation,Unanswered,Unanswered,Unanswered,,374,4/9/2020,Bank of the West,CA - 06
a $5-10 million,"ALUMINUM PRECISION PRODUCTS, INC.",3333 W Warner Avenue,SANTA ANA,CA,92704,332112,Corporation,Unanswered,Unanswered,Unanswered,,100,4/30/2020,"JPMorgan Chase Bank, National Association",CA - 46
a $5-10 million,"AMERICAN GUARD SERVICES, INC.",1125 west 190th Street,GARDENDA,CA,90248,561612,Corporation,Unanswered,Male Owned,Non-Veteran,,500,4/14/2020,"Harvest Small Business Finance, LLC",CA - 43
a $5-10 million,AMERICAN HOSPITAL MANAGEMENT CORP,3800 JANES RD PO BOX 1115,ARCATA,CA,95518,622110,Corporation,Unanswered,Unanswered,Unanswered,,472,4/14/2020,Redwood Capital Bank,CA - 02
a $5-10 million,AMERICAN INCORPORATED,1345 AMERICAN ST,VISALIA,CA,93291,238220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,476,4/13/2020,Comerica Bank,CA - 21
a $5-10 million,AMERICAN INTEGRATED SERVICES INC.,1502 E Opp St.,WILMINGTON,CA,90744,562910,Sole Proprietorship,Hispanic,Male Owned,Non-Veteran,,322,4/4/2020,American Business Bank,CA - 33
a $5-10 million,"AMYRIS, INC.",5885 Hollis St. Ste 100,EMERYVILLE,CA,94608,325199,Corporation,Unanswered,Unanswered,Unanswered,,440,5/1/2020,Bank of the West,CA - 13
a $5-10 million,ANDREW CHEKENE ENTERPRISES INC,21965 Meekland Ave,HAYWARD,CA,94541,236115,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,272,4/30/2020,Bank of the West,CA - 15
a $5-10 million,"ANESTHESIA SERVICE MEDICAL GROUP, INC",3626 Ruffin Rd,SAN DIEGO,CA,92123,621111,Corporation,Unanswered,Unanswered,Unanswered,,262,4/9/2020,First-Citizens Bank & Trust Company,CA - 52
a $5-10 million,ANTELOPE VALLEY LEARNING ACADEMY INC,177 HOLSTON DR,LANCASTER,CA,93535,611110,Non-Profit Organization,Unanswered,Female Owned,Unanswered,Y,478,4/13/2020,Hanmi Bank,CA - 08
a $5-10 million,"APEX INNOVATIVE SCIENCES, INC.","12772 VALLEY VIEW ST, Siute 3",GARDEN GROVE,CA,92845,621399,Corporation,Unanswered,Unanswered,Unanswered,,396,4/11/2020,Fifth Third Bank,CA - 47
a $5-10 million,APR CONSULTING INC,1370 VALLEY VISTA DRIVE SUITE 280,DIAMOND BAR,CA,91765,561311,Corporation,Unanswered,Unanswered,Unanswered,,0,5/5/2020,"Wells Fargo Bank, National Association",CA - 35
a $5-10 million,ARBORWORKS INC,6090 KEEBLE LANE,CAMINO,CA,95709,561730,Corporation,Unanswered,Unanswered,Unanswered,,,5/3/2020,"Wells Fargo Bank, National Association",CA - 04
a $5-10 million,ARCH LEGACY VENTURES INC.,1940  W. CORPORATE WAY,ANAHEIM,CA,92801,517312,Corporation,Unanswered,Unanswered,Unanswered,,500,4/10/2020,"Zions Bank, A Division of",CA - 39
a $5-10 million,ARCHITECTS ORANGE,144 N. ORANGE ST,ORANGE,CA,92866,541310,Corporation,Unanswered,Unanswered,Unanswered,,289,4/14/2020,HomeStreet Bank,CA - 46
a $5-10 million,ARETE ASSOCIATES,"9301 Corbin Avenue, Suite 2000",NORTHRIDGE,CA,91324,541715,Corporation,Unanswered,Unanswered,Unanswered,,296,4/14/2020,"JPMorgan Chase Bank, National Association",CA - 30
a $5-10 million,"ASC STAFFING GROUP, LLC",888 PROSPECT ST,LA JOLLA,CA,92037,561311,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500,4/13/2020,Commercial Bank of California,CA - 49
a $5-10 million,ASIAN HEALTH SERVICES,101 8TH ST Suite 100,OAKLAND,CA,94607,621498,Non-Profit Organization,Asian,Female Owned,Non-Veteran,Y,0,4/4/2020,East West Bank,CA - 13
a $5-10 million,"ASSOCIATED MICROBREWERIES, LTD","5965 SANTA FE ST, STE E",SAN DIEGO,CA,92109,722511,Partnership,Unanswered,Unanswered,Unanswered,,0,4/4/2020,First Choice Bank,CA - 52
a $5-10 million,"ATKINSON, ANDELSON, LOYA, RUUD AND ROMO",12800 Center Court Drive Suite 300,CERRITOS,CA,90703,541110,Corporation,Unanswered,Male Owned,Unanswered,,327,4/11/2020,Friendly Hills Bank,CA - 38
a $5-10 million,ATLAS MORTGAGE LENDING LLC,180 Redwood Street,SAN FRANCISCO,CA,94102,522292,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,,,4/7/2020,Customers Bank,CA - 12
a $5-10 million,"ATV, INC.",4490 Ayers Avenue,VERNON,CA,90058,441320,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,426,4/4/2020,Partners Bank of California,CA - 34
a $5-10 million,AVID CENTER,9797 Aero Drive STE 100,SAN DIEGO,CA,92123,611430,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,448,4/11/2020,"Zions Bank, A Division of",CA - 52
a $5-10 million,AYRES GROUP,"355 Bristol Street, Suite A",COSTA MESA,CA,92626,721110,Corporation,Unanswered,Unanswered,Unanswered,,500,4/8/2020,City National Bank,CA - 46
a $5-10 million,BACKROADS,801 CEDAR STREET,BERKELEY,CA,94710,561520,Corporation,Unanswered,Unanswered,Unanswered,,,5/3/2020,"Wells Fargo Bank, National Association",CA - 13
a $5-10 million,BARLOW RESPIRATORY HOSPITAL,2000 Stadium Way,LOS ANGELES,CA,90026,622110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,450,4/14/2020,KeyBank National Association,CA - 28
a $5-10 million,BARTELL HOTELS,4875 N Harbor Drive,SAN DIEGO,CA,92106,721110,Partnership,Unanswered,Unanswered,Unanswered,,500,4/15/2020,"MUFG Union Bank, National Association",CA - 51
a $5-10 million,"BAY AREA COMMUNITY RESOURCES, INC.",171 CARLOS DR,SAN RAFAEL,CA,94903,624190,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,500,4/14/2020,City National Bank,CA - 02
a $5-10 million,BAY AREA TRAFFIC SOLUTIONS INC,44800 Industrial Drive,FREMONT,CA,94538,561990,Corporation,Unanswered,Male Owned,Non-Veteran,,312,4/27/2020,Emigrant Bank,CA - 15
a $5-10 million,BAY CITIES PAVING & GRADING INC,1450 CIVIC CT BUILDING B STE 400,CONCORD,CA,94520,237310,Corporation,Hispanic,Male Owned,Non-Veteran,,246,4/5/2020,California Bank of Commerce,CA - 11
a $5-10 million,"BAY CITY MECHANICAL, INC",870 Harbour Way South,RICHMOND,CA,94804,238220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,270,4/30/2020,Bank of the West,CA - 11
a $5-10 million,BAY MARITIME CORP,2900 MAIN ST,ALAMEDA,CA,94501,541330,Corporation,Unanswered,Unanswered,Unanswered,,440,4/11/2020,Umpqua Bank,CA - 13
a $5-10 million,BAYSIDE INTERIORS INC.,3220 Darby Common,FREMONT,CA,94539,238310,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,306,4/7/2020,Fremont Bank,CA - 15
a $5-10 million,"BAYVIEW SERVICES, INC",6925 SAN LEANDRO ST,OAKLAND,CA,94621,541620,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,332,4/9/2020,First Western Trust Bank,CA - 13
a $5-10 million,"BEAR TRACKS HOLDINGS, LLC",1880 Shasta Street,REDDING,CA,96001,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,499,4/11/2020,BMO Harris Bank National Association,CA - 01
a $5-10 million,"BELL-CARTER FOODS, LLC",590 YGNACIO VALLEY RD STE 300,WALNUT CREEK,CA,94596,311421,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,317,4/15/2020,BMO Harris Bank National Association,CA - 11
a $5-10 million,"BERKELEY CEMENT, INC.",1200 Sixth St,BERKELEY,CA,94710,238110,Corporation,Unanswered,Male Owned,Unanswered,,363,4/13/2020,California Bank of Commerce,CA - 13
a $5-10 million,BERNARDS BROS INC,555 First Street,SAN FERNANDO,CA,91340,236220,Corporation,Unanswered,Unanswered,Unanswered,,312,4/28/2020,"U.S. Bank, National Association",CA - 29
a $5-10 million,"BEST, BEST &AMP; KRIEGER LLP",3750 University Ave Ste 400,RIVERSIDE,CA,92501,541110,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,333,5/3/2020,"Bank of America, National Association",CA - 41
a $5-10 million,"BI-RITE RESTAURANT SUPPLY, CO",123 South Hill Drive,BRISBANE,CA,94005,422410,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,270,4/9/2020,Bank of San Francisco,CA - 14
a $5-10 million,"BIRD RIDES, INC.",2501 Colorado Ave. Second Floor 0,SANTA MONICA,CA,90404,532310,Corporation,Unanswered,Unanswered,Unanswered,,341,4/28/2020,"Citibank, N.A.",CA - 33
a $5-10 million,BIRMINGHAM COMMUNITY CHARTER HIGH SCHOOL,17000 HAYNES ST,VAN NUYS,CA,91406,611110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,385,4/28/2020,Pacific Western Bank,CA - 29
a $5-10 million,BKF ENGINEERS,255 SHORELINE DR #200,REDWOOD CITY,CA,94065,541330,Corporation,Unanswered,Unanswered,Unanswered,,499,4/4/2020,Redwood CU,CA - 14
a $5-10 million,BLACK ANGUS STEAKHOUSES LLC,13400 Riverside Drive Suite 210,SHERMAN OAKS,CA,91423,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,63,4/10/2020,Stearns Bank National Association,CA - 30
a $5-10 million,BLACKSTONE TECHNOLOGY GROUP,33 NEW MONTGOMERY ST suite 850,SAN FRANCISCO,CA,94105,541519,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,186,4/11/2020,Oak Valley Community Bank,CA - 12
a $5-10 million,"BLD BRANDS, LLC",20377 SW Acacia St. Suite 200,NEWPORT BEACH,CA,92660,722310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500,4/8/2020,"JPMorgan Chase Bank, National Association",CA - 45
a $5-10 million,BLOOD BANK OF SAN BERNADINO AND RIVERSIDE COUNTIES DBA LIFESTREAM,384 W ORANGE SHOW RD,SAN BERNARDINO,CA,92408,621991,Corporation,Unanswered,Unanswered,Unanswered,,434,4/9/2020,Pacific Premier Bank,CA - 31
a $5-10 million,"BLUE & GOLD FLEET, L.P.",41 Pier Fishermans Wharf,SAN FRANCISCO,CA,94133,483114,Partnership,Unanswered,Unanswered,Unanswered,,294,4/9/2020,Western Alliance Bank,CA - 12
a $5-10 million,BLUE MOUNTAIN CONSTRUCTION SERVICES INC,707 ALDRIDGE RD,VACAVILLE,CA,95688,236118,Corporation,Unanswered,Unanswered,Unanswered,,426,4/27/2020,"Flagstar Bank, FSB",CA - 03
a $5-10 million,"BOMEL CONSTRUCTION CO., INC.",96 CORPORATE PARK,IRVINE,CA,92606,238990,Corporation,Unanswered,Unanswered,Unanswered,,453,4/28/2020,Pacific Western Bank,CA - 45
a $5-10 million,"BOYETT CONSTRUCTION, INC.",2404 Tripaldi Way,HAYWARD,CA,94545,423810,Corporation,Unanswered,Unanswered,Unanswered,,201,4/8/2020,Western Alliance Bank,CA - 15
a $5-10 million,BREMER WHYTE BROWN & O'MEARA LLP,20320 SW BIRCH ST,NEWPORT BEACH,CA,92660,541110,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,300,4/9/2020,Sunwest Bank,CA - 45
a $5-10 million,BRIDGE HOUSING CORPORATION,600 California St,SAN FRANCISCO,CA,94108,484110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,,4/13/2020,KeyBank National Association,CA - 12
a $5-10 million,"BRIGANTINE, INC.  THE",7889 Ostrow St.,SAN DIEGO,CA,92111,722511,Corporation,Unanswered,Unanswered,Unanswered,,500,4/9/2020,"Zions Bank, A Division of",CA - 52
a $5-10 million,"BRIGHT EVENT RENTALS, LLC",1640 190TH ST,TORRANCE,CA,90501,532299,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,324,4/9/2020,Bank of the West,CA - 43
a $5-10 million,BRIGHT STAR SCHOOLS,600 S. LA FAYETTE PARK PL,LOS ANGELES,CA,90057,611110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,393,4/13/2020,City National Bank,CA - 34
a $5-10 million,"BTS USA, INC.",222 KEARNY ST SUITE 1000,SAN FRANCISCO,CA,94108,541611,Corporation,Unanswered,Unanswered,Unanswered,,318,5/2/2020,Axos Bank,CA - 12
a $5-10 million,"BUCHALTER, A PROFESSIONAL CORPORATION",1000 Wilshire Blvd STE 1500,LOS ANGELES,CA,90017,541110,Corporation,Unanswered,Unanswered,Unanswered,,478,4/8/2020,"Zions Bank, A Division of",CA - 34
a $5-10 million,BUILDING MATERIAL DISTRIBUTORS INC,225 ELM AVE,GALT,CA,95632,423310,Corporation,Unanswered,Unanswered,Unanswered,,,5/3/2020,"Wells Fargo Bank, National Association",CA - 03
a $5-10 million,BURTON WAY HOTELS LLC,300 S. DOHENY DR,LOS ANGELES,CA,90048,721110,Limited  Liability Company(LLC),White,Unanswered,Unanswered,,484,4/9/2020,East West Bank,CA - 28
a $5-10 million,"BWDS, LLC",450 N Oak St,INGLEWOOD,CA,90302,621399,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,180,4/13/2020,Pacific Mercantile Bank,CA - 37
a $5-10 million,BYER CALIFORNIA,66 Potrero Ave,SAN FRANCISCO,CA,94103,315240,Corporation,Unanswered,Unanswered,Unanswered,,500,6/10/2020,"Bank of America, National Association",CA - 12
a $5-10 million,BYTON NORTH AMERICA CORPORATION,4201 BURTON DR,SANTA CLARA,CA,95054,336111,Corporation,Unanswered,Unanswered,Unanswered,,387,4/15/2020,"HSBC Bank USA, National Association",CA - 17
a $5-10 million,C H RENOLDS ELECTRIC INC.,1281 Wayne Ave,SAN JOSE,CA,95131,238210,Corporation,Hispanic,Male Owned,Non-Veteran,,298,4/27/2020,"U.S. Bank, National Association",CA - 17
a $5-10 million,C. OVERAA & CO.,200 Parr Boulevard,RICHMOND,CA,94801,541990,Corporation,Unanswered,Unanswered,Unanswered,,465,4/10/2020,Mechanics Bank,CA - 11
a $5-10 million,"C.B.F., INC.",675 DAVIS ST,SAN FRANCISCO,CA,94111,238210,Corporation,Unanswered,Male Owned,Non-Veteran,,60,4/14/2020,"MUFG Union Bank, National Association",CA - 12
a $5-10 million,"C3.AI, INC.",1300 Seaport Blvd Ste 500,REDWOOD CITY,CA,94063,511210,Corporation,Unanswered,Unanswered,Unanswered,,452,5/3/2020,"Bank of America, National Association",CA - 14
a $5-10 million,"CACIQUE, INC","800 Royal Oaks Drive, Suite 200",MONROVIA,CA,91016,311513,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,0,4/8/2020,BMO Harris Bank National Association,CA - 27
a $5-10 million,"CADENCE AEROSPACE, LLC",3150 MIRALOMA AVE,ANAHEIM,CA,92806,336411,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500,4/14/2020,Landmark National Bank,CA - 39
a $5-10 million,CAGWIN & DORWARD,1422 Technology Lane,MAGALIA,CA,95954,561730,Corporation,Unanswered,Male Owned,Unanswered,,,4/14/2020,River City Bank,CA - 01
a $5-10 million,CALIFORNIA ACADEMY OF SCIENCES,55 Music Concourse Drive 0.0,SAN FRANCISCO,CA,94118,541715,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,474,4/15/2020,"JPMorgan Chase Bank, National Association",CA - 12
a $5-10 million,"CALIFORNIA CANCER ASSOCIATES FOR RESEARCH AND EXCELLENCE, INC.",9915 MIRA MESA BLVD SUITE 370,SAN DIEGO,CA,92131,621111,Corporation,Unanswered,Unanswered,Unanswered,,366,4/13/2020,Premier Valley Bank,CA - 52
a $5-10 million,"CALIFORNIA CLINIC MANAGEMENT, LLC",100 E. California Blvd.,PASADENA,CA,91105,541611,Limited  Liability Company(LLC),Asian,Male Owned,Non-Veteran,,500,4/15/2020,"Zions Bank, A Division of",CA - 27
a $5-10 million,"CALIFORNIA FISH GRILL, LLC","17310 Red Hill Avenue, Suite 330",IRVINE,CA,92614,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500,5/3/2020,"Zions Bank, A Division of",CA - 45
a $5-10 million,CALIFORNIA FOOD MANAGEMENT LLC,6404 WILSHIRE BLVD STE. 999,LOS ANGELES,CA,90048,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500,4/10/2020,Manufacturers Bank,CA - 28
a $5-10 million,"CALIFORNIA NORTHSTATE UNIVERSITY, LLC",9700 WEST TARON DR,ELK GROVE,CA,95757,611310,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,280,4/15/2020,Exchange Bank,CA - 03
